# Notification catalogue coverage (viewer-notification-catalogue).
# Every reference notifications.xml entry -> owning family, status,
# owning task. status: ported (in this task's catalogue) | done (a
# bespoke dialog task already handles it) | followup (its family's
# follow-up task owns porting it) | excluded (not actually a
# notification: a form-template element the audit swept up).
# Regenerate notes in the task file.
name	family	status	owner
FailedToPlaceObjAtLoc	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantCreatePlantsOnLand	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantRestoreObjectNoWorldPos	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantRezObjectInvalidMeshData	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantRezObjectTooManyScripts	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantCreateObjectNoAccess	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantCreateObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
InvalidObjectParams	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantDuplicateObjectNoAcess	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantChangeShape	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermsTooManyAttachedAnimatedObjects	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
NoPermsLinkAnimatedObjectTooLarge	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPermsSetFlagAnimatedObjectTooLarge	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantChangeAnimatedObjectStateInsufficientLand	objects-edit	ported	viewer-notification-catalogue-objects-edit
ErrorNoMeshData	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoAccessToClaimObjects	objects-edit	ported	viewer-notification-catalogue-objects-edit
DeedFailedNoPermToDeedForGroup	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoPrivsToBuyObject	money-economy	ported	viewer-notification-catalogue-money-economy
CantAttachObjectAvatarSittingOnIt	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
WhyAreYouTryingToWearShrubbery	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantAttachGroupOwnedObjs	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantAttachObjectsNotOwned	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantAttachNavmeshObjects	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantAttachObjectNoMovePermissions	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantAttachNotEnoughScriptResources	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantAttachObjectBeingRemoved	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantDropItemTrialUser	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantDropMeshAttachment	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantDropAttachmentNoPermission	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantDropAttachmentInsufficientLandResources	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantDropAttachmentInsufficientResources	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantDropObjectFullParcel	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
CantTouchObjectBannedFromParcel	objects-edit	ported	viewer-notification-catalogue-objects-edit
PlzNarrowDeleteParams	objects-edit	ported	viewer-notification-catalogue-objects-edit
UnableToUploadAsset	inventory	ported	viewer-notification-catalogue-inventory
CantTeleportCouldNotFindUser	estate-region	ported	viewer-notification-catalogue-estate-region
GodlikeRequestFailed	misc	ported	viewer-notification-catalogue-misc
GenericRequestFailed	misc	ported	viewer-notification-catalogue-misc
CantUploadPostcard	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
CantFetchInventoryForGroupNotice	groups	ported	viewer-notification-catalogue-groups
CantSendGroupNoticeNotPermitted	groups	ported	viewer-notification-catalogue-groups
CantSendGroupNoticeCantConstructInventory	groups	ported	viewer-notification-catalogue-groups
CantParceInventoryInNotice	groups	ported	viewer-notification-catalogue-groups
TerrainUploadFailed	estate-region	ported	viewer-notification-catalogue-estate-region
TerrainFileWritten	estate-region	ported	viewer-notification-catalogue-estate-region
TerrainFileWrittenStartingDownload	estate-region	ported	viewer-notification-catalogue-estate-region
TerrainBaked	estate-region	ported	viewer-notification-catalogue-estate-region
TenObjectsDisabledPlzRefresh	objects-edit	ported	viewer-notification-catalogue-objects-edit
UpdateViewerBuyParcel	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantBuyParcelNotForSale	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantBuySalePriceOrLandAreaChanged	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantBuyParcelNotAuthorized	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantBuyParcelAwaitingPurchaseAuth	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantBuildOverflowParcel	objects-edit	ported	viewer-notification-catalogue-objects-edit
SelectedMultipleOwnedLand	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantJoinTooFewLeasedParcels	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantDivideLandMultipleParcelsSelected	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantDivideLandCantFindParcel	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantDivideLandWholeParcelSelected	land-parcel	ported	viewer-notification-catalogue-land-parcel
LandHasBeenDivided	land-parcel	ported	viewer-notification-catalogue-land-parcel
PassPurchased	land-parcel	ported	viewer-notification-catalogue-land-parcel
RegionDisallowsClassifieds	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
LandPassExpireSoon	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantSitNoSuitableSurface	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
CantSitNoRoom	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
ClaimObjectFailedNoPermission	objects-edit	ported	viewer-notification-catalogue-objects-edit
ClaimObjectFailedNoMoney	money-economy	ported	viewer-notification-catalogue-money-economy
CantDeedGroupLand	land-parcel	ported	viewer-notification-catalogue-land-parcel
BuyObjectFailedNoMoney	money-economy	ported	viewer-notification-catalogue-money-economy
BuyInventoryFailedNoMoney	money-economy	ported	viewer-notification-catalogue-money-economy
BuyPassFailedNoMoney	money-economy	ported	viewer-notification-catalogue-money-economy
CantBuyPassTryAgain	land-parcel	ported	viewer-notification-catalogue-land-parcel
CantCreateObjectParcelFull	objects-edit	ported	viewer-notification-catalogue-objects-edit
FailedPlacingObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantCreateLandmarkForEvent	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
GodBeatsFreeze	estate-region	ported	viewer-notification-catalogue-estate-region
SpecialPowersRequestFailedLogged	misc	ported	viewer-notification-catalogue-misc
ExpireExplanation	misc	ported	viewer-notification-catalogue-misc
DieExplanation	misc	ported	viewer-notification-catalogue-misc
AddPrimitiveFailure	money-economy	ported	viewer-notification-catalogue-money-economy
RezObjectFailure	money-economy	ported	viewer-notification-catalogue-money-economy
ResetHomePositionNotLegal	teleport	ported	viewer-notification-catalogue-teleport
CantInviteRegionFull	teleport	ported	viewer-notification-catalogue-teleport
CantSetHomeAtRegion	teleport	ported	viewer-notification-catalogue-teleport
ListValidHomeLocations	teleport	ported	viewer-notification-catalogue-teleport
SetHomePosition	teleport	ported	viewer-notification-catalogue-teleport
CantDerezInventoryError	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantCreateRequestedInv	inventory	ported	viewer-notification-catalogue-inventory
CantCreateRequestedInvFolder	inventory	ported	viewer-notification-catalogue-inventory
CantCreateInventory	inventory	ported	viewer-notification-catalogue-inventory
CantCreateLandmark	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
CantCreateOutfit	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
InventoryNotForSale	inventory	ported	viewer-notification-catalogue-inventory
CantFindInvItem	inventory	ported	viewer-notification-catalogue-inventory
CantFindObject	objects-edit	ported	viewer-notification-catalogue-objects-edit
CantTransfterMoneyRegionDisabled	money-economy	ported	viewer-notification-catalogue-money-economy
DroppedMoneyTransferRequest	money-economy	ported	viewer-notification-catalogue-money-economy
CantPayNoAgent	money-economy	ported	viewer-notification-catalogue-money-economy
CantDonateToPublicObjects	money-economy	ported	viewer-notification-catalogue-money-economy
InventoryCreationInWorldObjectFailed	objects-edit	ported	viewer-notification-catalogue-objects-edit
UserBalanceOrLandUsageError	money-economy	ported	viewer-notification-catalogue-money-economy
LargePrimAgentIntersect	objects-edit	ported	viewer-notification-catalogue-objects-edit
RLVaChangeStrings	rlv	ported	viewer-notification-catalogue-rlv
RLVaListRequested	rlv	ported	viewer-notification-catalogue-rlv
InventoryValidationFailed	inventory	ported	viewer-notification-catalogue-inventory
PreferenceChatClearLog	im-chat	ported	viewer-notification-catalogue-im-chat
PreferenceControlsDefaults	preferences	ported	viewer-notification-catalogue-preferences
PreferenceChatDeleteTranscripts	im-chat	ported	viewer-notification-catalogue-im-chat
PreferenceChatPathChanged	im-chat	ported	viewer-notification-catalogue-im-chat
PreferenceQualityWithLowMemory	preferences	ported	viewer-notification-catalogue-preferences
DefaultObjectPermissions	objects-edit	ported	viewer-notification-catalogue-objects-edit
OutfitPhotoLoadError	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AddPaymentMethod	money-economy	ported	viewer-notification-catalogue-money-economy
LSLColorCopiedToClipboard	scripts	ported	viewer-notification-catalogue-scripts
FSBWTooHigh	preferences	ported	viewer-notification-catalogue-preferences
FirstUseFlyOverride	ui-hints	ported	viewer-notification-catalogue-ui-hints
ServerVersionChanged	estate-region	ported	viewer-notification-catalogue-estate-region
RegExFail	misc	ported	viewer-notification-catalogue-misc
NoHavok	diagnostics	ported	viewer-notification-catalogue-diagnostics
StreamListExportSuccess	media-sound	ported	viewer-notification-catalogue-media-sound
StreamListImportSuccess	media-sound	ported	viewer-notification-catalogue-media-sound
StreamMetadata	media-sound	ported	viewer-notification-catalogue-media-sound
StreamMetadataNoArtist	media-sound	ported	viewer-notification-catalogue-media-sound
RadarAlert	friends-people	ported	viewer-notification-catalogue-friends-people
BackupFinished	preferences	ported	viewer-notification-catalogue-preferences
BackupPathEmpty	preferences	ported	viewer-notification-catalogue-preferences
BackupPathDoesNotExistOrCreateFailed	preferences	ported	viewer-notification-catalogue-preferences
BackupPathDoesNotExist	preferences	ported	viewer-notification-catalogue-preferences
SettingsConfirmBackup	preferences	ported	viewer-notification-catalogue-preferences
SettingsRestoreNeedsLogout	preferences	ported	viewer-notification-catalogue-preferences
RestoreFinished	preferences	ported	viewer-notification-catalogue-preferences
ConfirmRestoreQuickPrefsDefaults	preferences	ported	viewer-notification-catalogue-preferences
QuickPrefsDuplicateControl	preferences	ported	viewer-notification-catalogue-preferences
ExportFinished	objects-edit	ported	viewer-notification-catalogue-objects-edit
ExportFailed	objects-edit	ported	viewer-notification-catalogue-objects-edit
ExportColladaSuccess	objects-edit	ported	viewer-notification-catalogue-objects-edit
ExportColladaFailure	objects-edit	ported	viewer-notification-catalogue-objects-edit
MeshMaxConcurrentReqTooHigh	preferences	ported	viewer-notification-catalogue-preferences
ImportSuccess	objects-edit	ported	viewer-notification-catalogue-objects-edit
AntiSpamBlocked	im-chat	ported	viewer-notification-catalogue-im-chat
AntiSpamImNewLineFloodBlocked	im-chat	ported	viewer-notification-catalogue-im-chat
AntiSpamChatNewLineFloodBlocked	im-chat	ported	viewer-notification-catalogue-im-chat
SkinDefaultsChangeSettings	preferences	ported	viewer-notification-catalogue-preferences
AddNewContactSet	friends-people	ported	viewer-notification-catalogue-friends-people
RemoveContactSet	friends-people	ported	viewer-notification-catalogue-friends-people
RemoveContactFromSet	friends-people	ported	viewer-notification-catalogue-friends-people
RemoveContactsFromSet	friends-people	ported	viewer-notification-catalogue-friends-people
AddToContactSetSingleSuccess	friends-people	ported	viewer-notification-catalogue-friends-people
AddToContactSetMultipleSuccess	friends-people	ported	viewer-notification-catalogue-friends-people
SetAvatarPseudonym	friends-people	ported	viewer-notification-catalogue-friends-people
SetAvatarPseudonymMultiple	friends-people	ported	viewer-notification-catalogue-friends-people
RenameContactSetFailure	friends-people	ported	viewer-notification-catalogue-friends-people
ShapeImportGenericFail	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
ShapeImportVersionFail	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
AddToMediaList	media-sound	ported	viewer-notification-catalogue-media-sound
CantRestoreToWorldNoCopy	objects-edit	ported	viewer-notification-catalogue-objects-edit
ConfirmRemoveCredential	login-session	ported	viewer-notification-catalogue-login-session
ExodusFlickrVerificationExplanation	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
ExodusFlickrVerificationPrompt	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
ExodusFlickrVerificationFailed	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
ExodusFlickrUploadComplete	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
FSPrimfeedUploadComplete	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
RegionTrackerAdd	landmarks-navigation	ported	viewer-notification-catalogue-landmarks-navigation
SnoozeDuration	im-chat	ported	viewer-notification-catalogue-im-chat
SnoozeDurationInvalidInput	im-chat	ported	viewer-notification-catalogue-im-chat
PickLimitReached	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
ConfirmGlobalOnlineStatusToggle	friends-people	ported	viewer-notification-catalogue-friends-people
GlobalOnlineStatusToggle	friends-people	ported	viewer-notification-catalogue-friends-people
RenderVolumeLODFactorWarning	preferences	ported	viewer-notification-catalogue-preferences
OverrideVRAMWarning	preferences	ported	viewer-notification-catalogue-preferences
CurrencyURIOverrideReceived	money-economy	ported	viewer-notification-catalogue-money-economy
EnableHiDPI	preferences	ported	viewer-notification-catalogue-preferences
FailedToFindSettings	preferences	ported	viewer-notification-catalogue-preferences
FailedToLoadSettingsApply	preferences	ported	viewer-notification-catalogue-preferences
FailedToBuildSettingsDay	preferences	ported	viewer-notification-catalogue-preferences
NoEnvironmentSettings	preferences	ported	viewer-notification-catalogue-preferences
SaveSettingAs	preferences	ported	viewer-notification-catalogue-preferences
WLImportFail	preferences	ported	viewer-notification-catalogue-preferences
WLParcelApplyFail	preferences	ported	viewer-notification-catalogue-preferences
SettingsUnsuported	preferences	ported	viewer-notification-catalogue-preferences
SettingsConfirmLoss	preferences	ported	viewer-notification-catalogue-preferences
SettingsConfirmReset	preferences	ported	viewer-notification-catalogue-preferences
PersonalSettingsConfirmReset	preferences	ported	viewer-notification-catalogue-preferences
SettingsMakeNoTrans	preferences	ported	viewer-notification-catalogue-preferences
NoEditFromLibrary	preferences	ported	viewer-notification-catalogue-preferences
EnvironmentApplyFailed	preferences	ported	viewer-notification-catalogue-preferences
TrackLoadFailed	preferences	ported	viewer-notification-catalogue-preferences
TrackLoadMismatch	preferences	ported	viewer-notification-catalogue-preferences
CompressionTestResults	diagnostics	ported	viewer-notification-catalogue-diagnostics
PromptMFAToken	login-session	ported	viewer-notification-catalogue-login-session
PromptMFATokenWithSave	login-session	ported	viewer-notification-catalogue-login-session
CreateSubfolder	inventory	ported	viewer-notification-catalogue-inventory
SameFolderRequired	inventory	ported	viewer-notification-catalogue-inventory
RiggedMeshAttachedToHUD	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
ConfirmOverwriteOutfit	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
ClearInventoryThumbnailsWarning	inventory	ported	viewer-notification-catalogue-inventory
WriteInventoryThumbnailsWarning	inventory	ported	viewer-notification-catalogue-inventory
ReflectionProbeApplied	objects-edit	ported	viewer-notification-catalogue-objects-edit
AutoAdjustHDRSky	preferences	ported	viewer-notification-catalogue-preferences
GLTFOpenSelection	objects-edit	ported	viewer-notification-catalogue-objects-edit
GLTFLoadFailed	objects-edit	ported	viewer-notification-catalogue-objects-edit
GLTFSaveFailed	objects-edit	ported	viewer-notification-catalogue-objects-edit
GLTFSaveSelection	objects-edit	ported	viewer-notification-catalogue-objects-edit
GLTFUploadSelection	objects-edit	ported	viewer-notification-catalogue-objects-edit
GLTFUploadInProgress	objects-edit	ported	viewer-notification-catalogue-objects-edit
NoSupportGLTFShader	diagnostics	ported	viewer-notification-catalogue-diagnostics
WaterExclusionSurfacesWarning	objects-edit	ported	viewer-notification-catalogue-objects-edit
WaterExclusionNoMaterial	objects-edit	ported	viewer-notification-catalogue-objects-edit
ImageUploadResized	objects-edit	ported	viewer-notification-catalogue-objects-edit
EnableAutoFPSWarning	preferences	ported	viewer-notification-catalogue-preferences
NoValidEnvSettingFound	preferences	ported	viewer-notification-catalogue-preferences
CantCreateInventoryName	inventory	ported	viewer-notification-catalogue-inventory
WindlightBulkImportFinished	preferences	ported	viewer-notification-catalogue-preferences
WarnForceLoginURL	login-session	ported	viewer-notification-catalogue-login-session
WarnScriptedCamera	scripts	ported	viewer-notification-catalogue-scripts
UngroupFolder	inventory	ported	viewer-notification-catalogue-inventory
ImageEmptyAlphaLayer	objects-edit	ported	viewer-notification-catalogue-objects-edit
WhitelistReminder	misc	ported	viewer-notification-catalogue-misc
ConfirmPoserOverwrite	avatar-movement	ported	viewer-notification-catalogue-avatar-movement
FSLargeOutfitsWarningInThisSession	appearance-wearables	ported	viewer-notification-catalogue-appearance-wearables
PrimfeedLoginRequestFailed	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PrimfeedAuthorizationFailed	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PrimfeedAuthorizationAlreadyInProgress	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PrimfeedAuthorizationSuccessful	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PrimfeedValidateFailed	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PrimfeedAlreadyAuthorized	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
PrimfeedUserStatusFailed	snapshot-social	ported	viewer-notification-catalogue-snapshot-social
NotRegularFileError	diagnostics	ported	viewer-notification-catalogue-diagnostics
NotFolderError	diagnostics	ported	viewer-notification-catalogue-diagnostics
GenericFileEmptyError	diagnostics	ported	viewer-notification-catalogue-diagnostics
GenericFileOpenReadError	diagnostics	ported	viewer-notification-catalogue-diagnostics
GenericFileOpenWriteError	diagnostics	ported	viewer-notification-catalogue-diagnostics
GenericFileReadError	diagnostics	ported	viewer-notification-catalogue-diagnostics
GenericFileWriteError	diagnostics	ported	viewer-notification-catalogue-diagnostics
ChatHistoryIsMissing	im-chat	ported	viewer-notification-catalogue-im-chat
